CODEVALUE,ID,STATUS,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,DESCRIPTION_FI,SHORTNAME,HIERARCHYLEVEL,STARTDATE,ENDDATE
2514,da54b532-c33e-41ec-99c8-5a4977f54d14,VALID,Sovellusohjelmoijat,Applikationsprogrammerare,Applications programmers,"Luokan yleiskuvaus: Laativat ja ylläpitävät ohjelmistosovelluksissa ja käyttöjärjestelmissä tarvittavaa ohjelmakoodia teknisten ohjeiden ja määritysten sisältämien rajausten mukaisesti.

Tehtäviä:
- ohjelmointi ja ohjelmakoodin ylläpitäminen asiaankuuluvien ohjeiden ja määritysten sisältämien rajausten puitteissa hyväksyttyjen laatustandardien mukaisesti
- käytössä olevien ohjelmien muokkaaminen, korjaaminen tai laajentaminen niiden toimintatehokkuuden lisäämiseksi tai niiden sopeuttamiseksi uusiin vaatimuksiin
- ohjelmien ja ohjelmistosovellusten testien tekeminen niiden tarkoituksenmukaisen toiminnan varmistamiseksi
- ohjelmien kehitystä koskevien tietojen kerääminen ja laatiminen
- teknisten ongelmien, prosessien ja ratkaisujen tunnistaminen ja ilmaiseminen

Esimerkkejä:
- sovellusohjelmoija (it) Tähän kuuluu:  Tähän ei kuulu: - sovellusasiantuntija (2512)",,,2010-01-01,
2519,f710eb79-77d7-424e-8b4c-4e4a6babf8ad,VALID,Muut ohjelmisto- ja sovelluskehittäjät,Övriga program- och applikationsutvecklare,Software and applications developers and analysts not elsewhere classified,"Luokan yleiskuvaus: It-erityisasiantuntijat, joita ei ole luokiteltu muuhun 3-numerotason 251-luokkaan, 51 Systeemityön erityisasiantuntijat. Tähän luokitellaan esimerkiksi sellaiset ammatit, jotka ovat erikoistuneet laadunvarmistukseen mukaan lukien ohjelmistotestaus.

Tehtäviä:
- ohjelmistojen testaussuunnitelmien kehittäminen ja dokumentointi
- ohjelmistojen ja laitteistojen asentaminen ja käyttöjärjestelmäohjelmistojen kokoonpanon määrittäminen testaamiseen valmistauduttaessa
- ohjelmien toiminnan todentaminen käyttäjävaatimusten ja vakiintuneiden suositusten mukaisesti
- ohjelmistojen sovellustestien ja tieto- ja viestintäjärjestelmien testien toteuttaminen, analysointi ja dokumentointi
- ohjelmisto- ja tietojärjestelmätestauksen menettelyjen ja menettelytapojen kehittäminen ja toteuttaminen

Esimerkkejä:
- laadunvarmistuksen asiantuntija (it)
- ohjelmistotestaaja (it)
- järjestelmätestaaja (it)
- testauspäällikkö (it)

252	Tietokantojen, -verkkojen ja järjestelmäohjelmistojen 	erityisasiantuntijat

Suunnittelevat, kehittävät, hallinnoivat, ylläpitävät ja tukevat tietoteknologisten järjestelmien ja infrastruktuurien kuten tietokantojen, laitteistojen, ohjelmistojen, verkkojen ja käyttöjärjestelmien optimaalista suorituskykyä ja tietoturvaa.

Tehtäviin kuuluu yleensä: tietojärjestelmäprojektien tietokanta-arkkitehtuurien, tietorakenteiden, sanakirjojen ja nimeämiskäytänteiden suunnittelu ja kehittäminen; tietokantojen hallintajärjestelmien suunnittelu, laatiminen, muokkaaminen, integrointi, toteuttaminen ja testaaminen; tietoturvasuunnitelmien ja tietojen hallinnan menettelyjen, dokumentoinnin ja standardien kehittäminen ja toteuttaminen; tietokoneverkkojen ja niihin liittyvien tietoteknisten ympäristöjen ylläpito ja hallinta, monimutkaisten järjestelmäsuunnittelun ja järjestelmäarkkitehtuurin määritysten, tietomallien ja kaavioiden analysointi, kehittäminen, tulkinta ja arviointi tietokonejärjestelmien kehittämisessä, kokoonpanon määrityksessä ja integroinnissa.
 Tähän kuuluu: - 2521 Tietokantasuunnittelijat ja -vastaavat
- 2522 Tietojärjestelmien ylläpitäjät
- 2523 Tietoverkkojen erityisasiantuntijat
- 2529 Muut tietokanta- ja tietoverkkojen erityisasiantuntijat Tähän ei kuulu: ",,,2010-01-01,
252,b473b6e4-c573-42fd-b1aa-1cbf1ad1163e,VALID,"Tietokantojen,- verkkojen ja järjestelmäohjelmistojen erityisasiantuntijat","Specialister, databaser, -nätverk och systemprogram",Database and network professionals,Luokan yleiskuvaus:  Tähän kuuluu:  Tähän ei kuulu: ,,,2010-01-01,
2521,1d806862-aef1-41cf-94b4-e40b04b380c0,VALID,Tietokantasuunnittelijat ja -vastaavat,Databasutvecklare och databasansvariga,Database designers and administrators,"Luokan yleiskuvaus: Suunnittelevat, kehittävät ja ylläpitävät tietokantoja. Tukevat tietokantojen käyttäjiä sekä pitävät huolen tietokantojen tietoturvasta.

Tehtäviä:
- tietokanta-arkkitehtuurien ja nimeämiskäytäntöjen suunnittelu ja kehittäminen
- tietokantojen hallintajärjestelmien suunnittelu, laatiminen, muokkaaminen, integrointi, toteutus ja testaaminen sekä tietokantojen hallintatyökalujen valinta
- tietokantojen käyttöoikeuksia ja käyttöä sekä tietojen varmuuskopiointia ja palautusta koskevien menettelyjen ja menettelytapojen kehittäminen, ratkaisujen käyttöönotto
- tietokantojen ennakoiva kunnossapito ja tietoturvan ja eheyden hallinnan toteuttaminen

Esimerkkejä:
- tietokanta-asiantuntija
- tietokantakonsultti
- tietokanta-arkkitehti
- it-asiantuntija (tietokannat) Tähän kuuluu:  Tähän ei kuulu: - tietojärjestelmän pääkäyttäjä (2522)
- sivuston pääkäyttäjä (3514)
- webmaster (3514)",,,2010-01-01,
2522,d2a54f60-93fa-4d79-b816-e4ed022e7312,VALID,Tietojärjestelmien ylläpitäjät,Systemadministratörer,Systems administrators,"Luokan yleiskuvaus: Tietojärjestelmän pääkäyttäjät kehittävät, hallitsevat ja ylläpitävät tietoteknisiä järjestelmiä. Tukevat tietojärjestelmien käyttäjiä ja huolehtivat tietoturvasta.

Tehtäviä:
- tietoverkkojen ja niihin liittyvien tietoteknisten ympäristöjen ylläpitäminen ja hallinnointi, mukaan lukien laitteistot, järjestelmäohjelmistot, sovellusohjelmistot ja kaikki kokoonpanomääritykset
- järjestelmien ja verkon kokoonpanomääritysten parantamiseen tähtäävien muutosten esittäminen ja tällaisiin muutoksiin liittyvien laitteisto- ja ohjelmistovaatimusten määrittäminen
- laitteisto- ja ohjelmisto-ongelmien diagnosointi
- tietojen varmuuskopiointi- ja palautustoimenpiteiden tekeminen
- tietoverkkoihin kirjautuminen ja verkkojen käytön koordinointi

Esimerkkejä:
- tietojärjestelmän pääkäyttäjä
- verkon pääkäyttäjä
- järjestelmäasiantuntija (tietoverkot) Tähän kuuluu:  Tähän ei kuulu: - tietokannan ylläpitäjä (2521)
- sivuston pääkäyttäjä (3514)
- tietokanta-arkkitehti (2521)
- webmaster (3514)",,,2010-01-01,
2523,9e98ddae-8f82-4fb8-a4ef-848fed845bdc,VALID,Tietoverkkojen erityisasiantuntijat,Nätverksspecialister,Computer network professionals,"Luokan yleiskuvaus: Analysoivat ja laativat strategiasuosituksia tietoverkkojen arkkitehtuureille ja niiden kehittämiselle. Toteuttavat, hallinnoivat ja ylläpitävät verkon laitteita ja ohjelmistoja ja määrittävät näiden kokoonpanoja. Valvovat ja optimoivat tietoverkkojen suorituskykyä sekä hakevat vikoja.

Tehtäviä:
- tietojärjestelmien kehitykseen, kokoonpanon määritykseen ja integrointiin liittyvien monimutkaisten järjestelmäsuunnitelmien ja arkkitehtuurien määritysten, tietomallien ja kaavioiden analysointi, kehittäminen, tulkinta ja arviointi
- verkon infrastruktuurin tutkiminen, analysointi, arviointi ja valvonta verkkojen suorituskyvyn optimoimiseksi
- verkon toiminnan ja integroitujen laitteistojen, ohjelmistojen, tietoliikenteen ja käyttöjärjestelmien parannusten arviointi ja esittäminen
- verkon ongelmien ja kriittisten toimintahäiriöiden ratkaiseminen ja ratkaisutoimien tukeminen
- uusien ja päivitettyjen verkkojen, tietokantasovellusten, palvelinten ja työasemien asentaminen, kokoonpanon määrittäminen, testaaminen, ylläpito ja hallinnointi
- verkkoinventaarion menettelytapojen ja dokumentaation laatiminen ja ylläpitäminen

Esimerkkejä:
- tietoverkkoasiantuntija (it) Tähän kuuluu:  Tähän ei kuulu: - järjestelmäanalyytikko (2511)
- tietojärjestelmän pääkäyttäjä (2522)",,,2010-01-01,
2529,07f0f77f-a963-4783-ba6b-cdad042681de,VALID,Muut tietokanta- ja tietoverkkojen erityisasiantuntijat,Övriga databas- och nätverksspecialister,Database and network professionals not elsewhere classified,"Luokan yleiskuvaus: Tietokanta- ja tietoverkkojen ammattilaiset, joita ei ole luokiteltu muualla 3-numerotasolla 252, Tietokantojen, -verkkojen ja järjestelmäohjelmistojen erityisasiantuntijat. Tähän luokkaan alle ryhmitellään esimerkiksi tieto- ja viestintätekniikan tietoturva-asiantuntijat.

Tehtäviä:
- suunnitelmien tekeminen tiedostojen suojaamiseksi tahattomalta tai luvattomalta muokkaukselta, tuhoamiselta tai julkistamiselta sekä tietojenkäsittelyn hoitamiseksi kriittisten toimintahäiriöiden aikana
- käyttäjien kouluttaminen ja tietoturvaa koskevan tietoisuuden edistäminen
- tietokoneviruksia koskevien ajankohtaisten ilmoitusten seuranta virusturvajärjestelmien päivittämisajankohtien määrittämiseksi
- tietokoneiden tietoturvatiedostojen muokkaaminen uusien ohjelmistojen käyttöönottamiseksi, virheiden korjaamiseksi tai käyttäjäkohtaisten käyttöoikeuksien muuttamiseksi
- tiedostojen käytön valvonta ja käyttöoikeuksia koskeva sääntely tiedostojen sisältämien tietojen suojelemiseksi
- riskiarviointien teko ja tietojenkäsittelyjärjestelmän testaaminen turvatoimien toimivuuden varmistamiseksi
- luottamuksellisia tietoja sisältävien tietolähetysten koodaaminen salakielisiksi ja palomuurien pystyttäminen lähetysten suojaamiseksi sekä roskapostin ja muiden saastuneiden digitaalisten lähetysten torjumiseksi

Esimerkkejä:
- tietoturva-asiantuntija Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
26,cf3a169c-7a47-4751-b1ea-39821b762014,VALID,"Lainopilliset, sosiaalialan ja kulttuurialan erityisasiantuntijat",Specialister inom juridik samt inom social- och kultursektorn,"Legal, social and cultural professionals","Luokan yleiskuvaus: Tekevät tutkimusta, parantavat ja kehittävät konsepteja, teorioita ja operationaalisia menetelmiä tai soveltavat niitä lainkäyttöön, informaation ja ihmisten luomien esineiden säilyttämiseen ja entisöintiin, psykologiaan, sosiaalipalveluihin, politiikkaan, taloustieteisiin, historiaan, uskontoihin, kieliin, sosiologiaan, muihin yhteiskuntatieteisiin, taiteeseen ja viihteeseen. Suoriutuminen useimmissa tämän 2-numerotason ammateissa edellyttää ISCOn taitotason neljä valmiuksia.

Tehtäviin kuuluu yleensä: lainkäyttöön liittyvien ongelmien tutkiminen; lakien ja säädösten valmistelu; asiakkaiden neuvominen lakiasioissa; asioiden käsittely tuomioistuimissa; kirjastojen ja arkistojen kokoelmien kehittäminen ja hoito; konseptien, teorioiden ja operationaalisten menetelmien tutkiminen, parantaminen ja kehittäminen ja niiden soveltaminen yhteiskuntatieteiden alaan kuuluvaan tietoon; kirjallisten ja taiteellisten teosten luominen ja esittäminen; uutisten, ideoiden, vaikutelmien ja tosiasioiden tulkitseminen ja tiedonvälittäminen. Tähän kuuluu: - 261 Lainopilliset erityisasiantuntijat
- 262 Kirjaston- ja arkistonhoitajat sekä museoalan erityisasiantuntijat
- 263 Yhteiskunta- ja sosiaalialan sekä uskonnollisen elämän erityisasiantuntijat
- 264 Toimittajat, kirjailijat ja kielitieteilijät
- 265 Taiteilijat Tähän ei kuulu: ",,,2010-01-01,
261,7aa9a601-3c72-42c9-9dfe-bbf552d60fa4,VALID,Lainopilliset erityisasiantuntijat,Juridiska specialister,Legal professionals,"Luokan yleiskuvaus: Tutkivat lainopillisia ongelmia; antavat lainopillista neuvontaa asiakkailleen; toimivat puolustajina tai syyttäjinä oikeusistuimissa tai johtavat käsittelyjä oikeusistuimissa; valmistelevat lakeja ja säädöksiä.

Tehtäviin kuuluu yleensä: lainopillisten neuvojen antaminen asiakkaille; lakiasioiden hoitaminen asiakkaan puolesta ja tarvittaessa sovitteleminen; oikeuskäsittelyjen johtaminen ja oikeusistuimen päätöksen antaminen. Tehtäviin voi kuulua muiden työntekijöiden ohjaaminen. Tähän kuuluu: - 2611 Asianajajat
- 2612 Tuomioistuinlakimiehet
- 2619 Muut lainopilliset erityisasiantuntijat Tähän ei kuulu: ",,,2010-01-01,
2611,f370ccdc-5194-4ec6-a622-e301855cc023,VALID,Asianajajat,Advokater,Lawyers,"Luokan yleiskuvaus: Antavat asiakkailleen lainopillisia neuvoja ja valvovat asiakkaiden etuja, laativat lainopillisia asiakirjoja, edustavat asiakkaitaan tuomioistuimessa tai hallinnollisessa elimessä yms.; toimivat oikeudellisena asiantuntijana monissa taloudellisissa ja laintuntemusta edellyttävissä tilanteissa. Tähän luokitellaan myös yritysten ja yhteisöjen ja järjestöjen ym. lakimiehet.

Tehtäviä:
- lainopillisten neuvojen antaminen asiakkaille sekä asiakkaiden lakiasioiden hoitaminen ja etujen valvonta
- asiakkaiden edustaminen oikeuskäsittelyissä, hallinnollisissa elimissä ja tuomioistuimissa
- sopimusten neuvotteleminen asioissa, joihin liittyy lainopillisia ristiriitoja tai ratkaisuja
- lakiehdotusten laatiminen ja valtiollisten säännösten laatiminen voimassaolevan lainsäädännön pohjalta
- lainopillisten asiakirjojen kuten sopimusten, kiinteistökauppakirjojen ja testamenttien laatiminen ja lainopillisia näkemyksiä sisältävien lausuntojen laatiminen.
- todisteiden kerääminen syytteen nostamiseksi tai puolustusstrategian laatimiseksi esimerkiksi haastattelemalla asiakkaita ja todistajia, tehtyjen havaintojen arvioiminen ja strategioiden ja argumenttien kehittäminen oikeudessa esittämistä varten

Esimerkkejä:
- asianajaja (lainoppinut)
- kihlakunnansyyttäjä
- lakimies
- valtionsyyttäjä
- juristi 	
 Tähän kuuluu:  Tähän ei kuulu: - laillistettu notaari (omaisuuden luovutus) (3411)
- yliopiston notaari (2619)",,,2010-01-01,
2612,eba3e4c8-aae6-4953-9834-e9f5a9984ca8,VALID,Tuomioistuinlakimiehet,Domare,Judges,"Luokan yleiskuvaus: Johtavat siviili- ja rikosoikeuteen liittyvien oikeustapausten oikeuskäsittelyjä; ratkaisevat riita- ja rikosasioita ja antavat tuomioita.

Tehtäviä:
- oikeudenkäyntien ja oikeuskäsittelyjen johtaminen
- menettelytapasääntöjen tulkitseminen ja täytäntöönpano ja päätösten tekeminen todistusaineistojen oikeuskelpoisuudesta
- oikeustapauksen osapuolten oikeuksien ja velvollisuuksien määrittäminen ja tapauksissa, joissa ratkaisemiseen osallistuvat lautamiehet, kertominen lautamiehille kyseiseen oikeustapaukseen soveltuvista lainkohdista
- todistusaineiston arviointi ja harkinta tapauksissa, joissa ratkaisemiseen ei osallistu lautamiehiä, ja päätöksen antaminen vastaajan syyllisyydestä tai syyttömyydestä tai vastuuvelvollisuuden asteesta
- tuomion määrääminen rikostapauksissa tuomituille henkilöille ja vahingonkorvausten tai muun asianmukaisen hyvityksen määrääminen siviilioikeudenkäynneissä ja oikeuden päätösten antaminen
- lakiasioiden tutkiminen ja kirjallisten lausuntojen antaminen niistä

Esimerkkejä:
- korkeimman oikeuden presidentti
- käräjätuomari
- hallinto-oikeustuomari
- hovioikeudenneuvos
- käräjänotaari
- viskaali (hovioikeus) Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
2619,d3626db1-fb2c-42bc-9d2d-9effb8874f31,VALID,Muut lainopilliset erityisasiantuntijat,Övriga specialister inom juridik,Legal professionals not elsewhere classified,"Luokan yleiskuvaus: Tähän 4-numerotason ryhmään luokitellaan sellaiset lainopilliset erityisasiantuntijat, joita ei ole luokiteltu muualla 3-numerotason ryhmässä 261 Lainopilliset erityisasiantuntijat.

Tehtäviä:
- lainopillinen neuvonanto erilaisissa yksityiselämään, liiketoimintaan ja hallinnollisiin asioihin liittyvissä seikoissa
- lainopillisten asiakirjojen ja sopimusten laadinta
- kiinteistöjen luovutusten järjestäminen

Esimerkkejä:
- lainoppinut (pl. lakimiehet ja tuomarit)
- asiamies (lainoppinut)
- yleinen edunvalvoja (lainoppinut) Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
262,9ea3beb1-0e88-418d-8083-b9441c9c532d,VALID,Kirjaston- ja arkistonhoitajat sekä museoalan erityisasiantuntijat,"Bibliotekarier, arkivarier och specialister inom museisektorn","Librarians, archivists and curators","Luokan yleiskuvaus: Kartuttavat ja ylläpitävät arkistojen, kirjastojen, museoiden, taidegallerioiden ja vastaavien laitosten kokoelmia.

Tehtäviin kuuluu yleensä: arkistojen sisällön organisointi sekä historiallista, kulttuuriin liittyvää tai taiteellista arvoa omaavien esineiden arviointi, hankkiminen ja turvallinen säilyttäminen; museoiden, taidegallerioiden ja vastaavien laitosten kokoelmien ja näyttelyjen organisointi; tallennetun ja julkaistun aineiston järjestelmällinen kehittäminen kokoelmaksi, sen ylläpitäminen ja tuominen käyttäjien saataville kirjastoissa ja vastaavissa laitoksissa; tieteellisten kirjoitelmien ja raporttien laadinta, tutkimuksen tekeminen. Tähän kuuluu: - 2621 Arkistonhoitajat ja museoalan erityisasiantuntijat
- 2622 Kirjastonhoitajat, informaatikot ym. Tähän ei kuulu: ",,,2010-01-01,
2621,21209a76-1084-45a0-adad-45ebacfea2de,VALID,Arkistonhoitajat ja museoalan erityisasiantuntijat,Arkivarier och specialister inom museisektorn,Archivists and curators,"Luokan yleiskuvaus: Tutkivat ja analysoivat arkistomateriaalia, hoitavat tietopalvelua ja kehittävät asiakirjahallintoa. Tutkivat, kokoavat ja luetteloivat museoiden kokoelmia ja järjestävät näyttelyjä taide- ym. museoissa.

Tehtäviä:
- tietojen arviointi ja säilyttäminen hallinnollisista, historiallisista tai lainopillisista syistä tai käytettäväksi todistusaineistona
- kerättyjä aineistoja koskevien hakemistojen, kirjallisuusviitteiden, mikrofilmikopioiden ja muiden viitteellisten apuvälineiden laatimisen johtaminen, toteuttaminen ja tarjoaminen käyttäjien saataville
- kulttuurisesti ja historiallisesti kiinnostavien aineistojen tutkiminen
- taiteellisesti, tieteellisesti tai historiallisesti merkittävien esineiden kokoelmien järjestäminen, kehittäminen ja ylläpitäminen
- museoiden ja taidegallerioiden kokoelmien luokittelun ja luetteloinnin johtaminen ja toteutus sekä näyttelyiden järjestäminen
- tieteellisten kirjoitusten ja raporttien laadinta
- arkistojen ja sähköisessä muodossa olevien tietueiden tietoteknisen hallinnan suunnittelu ja toteutus
- arkistoaineistojen arviointi ja hankinta arkistokokoelman luomiseksi ja kehittämiseksi tutkimustarkoituksiin

Esimerkkejä:
- arkistonhoitaja
- taidekuraattori
- konservaattori (museo)
- arkistopäällikkö Tähän kuuluu: - 26211 Arkistonhoitajat
- 26212 Museoalan erityisasiantuntijat Tähän ei kuulu: ",,,2010-01-01,
26211,6b76daae-03f9-4336-8086-434a2487b61e,VALID,Arkistonhoitajat,Arkivarier,Archivists,"Luokan yleiskuvaus: Tutkivat, analysoivat ja luokittelevat arkistomateriaalia sekä suunnittelevat arkistojen palveluja. Hoitavat tietopalvelua, kehittävät luettelointijärjestelmiä, asiakirjahallinnon järjestelmiä ym. Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
